게임,문제,정답,제보자
꽁꽁,축구 경기에서 공을 일부러 비껴 차 공이 둥글게 휘어서 날아가게 하는 것을 무슨 킥이라 하는가?,바나나킥,
꽁꽁,축구 경기에서 상대방에게 득점을 주지 않기 위한 골키퍼의 플레이로 몸을 던져 공을 막아 내는 것을 뜻하는 말은?,세이빙,
꽁꽁,축구 경기에서 터치 라인을 따라다니며 터치를 판정하는 선심을 이르는 말은?,라인즈 맨,
꽁꽁,축구 경기장의 경계선인 골이 서 있는 쪾의 라인을 무엇이라고 하는가?,골라인,
꽁꽁,축구경기는 전.후반을 합쳐 몇 분동안 진행되는가?,90분,
꽁꽁,축구경기에서 공격팀에서 오프사이드(offside) 반칙을 범하면 주어지는 것은?,간접프리킥,
꽁꽁,축구경기에서 득점력이 뛰어난 공격수를 가리키는 용어는?,스트라이커,
꽁꽁,축구경기에서 선수가 드로인한 공이 직접 골인 되었을 경우에는 어떤 판정이 내려질까?,노골,
꽁꽁,축구경기에서 수비할때 패널티 에어리어 안에서 손을 사용할 수 있는 유일한 선수는?,골키퍼,
꽁꽁,축구경기의 연장전에서 선취한 골을 OO골이라 한다.,골든,
꽁꽁,축구경기의 하프타임 휴식시간은 몇 분인가?,15분,
꽁꽁,축구규칙상 페널티 마크는 골대와 몇 m 거리에 있는가?,11m,
꽁꽁,축구나 하키 등에서 직접적으로 공격에 가담하지 않고 골문을 지키는 선수는,골키퍼,
꽁꽁,축구대회에 참여하지 않은 나라는?,아르헨티나,
꽁꽁,축구에 관한 문제이다 페널티 킥 지점은 골문에서 몇 m 거리에 있는가?,11m,
꽁꽁,축구에서 공중에 있는 공을 자기 머리 위로 넘겨서 뒤로 차는 방법은?,오버헤드킥,
꽁꽁,축구에서 사용하는 해트트릭(hat trick)이란 용어의 기원이 된 스포츠는 무엇인가?,크리켓,
꽁꽁,축구에서 한 선수가 한 경기 3골 이상을 넣은 경우를 가리키는 용어는?,해트트릭,
꽁꽁,축구에서 한 선수가 한 경기에 3점을 득점하는 것을 가리키는 용어는?,해트 트릭,
꽁꽁,축구의 황제 호나우도로도 유명한 이 나라는 OOO이다.,브라질,
꽁꽁,축구장에 모인 관중을 집단으로 볼 수 없는 이유는?,상호작용의 일회성 때문에,
꽁꽁,축구장에서 난동을 부리는 사람들을 일컫어 무엇이라 하는가?,훌리건,
꽁꽁,"춘산(春山)에 눈 녹인 바람 건듯 불고 간데 업다/ 져근 듯 비러다가 마리 우희 불니고져/ 귀 밋에 해 묵은 서리를 녹여 볼까 하노라."""" 라는 내용의 우 탁이 지?",탄로가,
꽁꽁,춘추전국시대의 노나라 사람이다. [문제] 그의 제자들이 그가 죽은후 논어라는 책을 집필하였고 유교사상을 전파한 중국의 학자는 OO이다.,공자,
꽁꽁,춘향전 에서 이몽룡이 옥에 갇힌 춘향을 구해 낼 때 갖고 있던 벼슬은?,암행어사,
꽁꽁,춘향전에 등장하는 이몽룡의 아버지 이름은 무엇인가?,이한림,
꽁꽁,춘향전에서 춘향이가 타고 다녔던 것은?,나귀,
꽁꽁,출생률이 저하되어 인구 증가률이 감소하는 형은?,방추형,
꽁꽁,출세하여 세상에 이름을 드날린다'는 뜻의 한자성어는 OOOO(立身楊名)이다.,입신양명,
꽁꽁,출판된 지는 오래 됐지만 꾸준히 잘 팔리는 책은 무엇이라고 하는가?,스테디셀러,
꽁꽁,출판사 외판원들의 영업방식이다 소비자가 가정을 직접 방문하여 상품을 판매하는 것을 OO판매라고 한다.,방문,
꽁꽁,춤곡에 관한 문제입니다. 아라비아 풍이라는 뜻이다. 아라비아의 건축무늬처럼 아름답게 장식된 동양적인 느낌의 곡으로 형식이 잘 갖추어진 피아노곡 등인 이것은 OOOOO이다.,아라베스크,
꽁꽁,충격을 흡수하여 제품을 보존하기위해 이 기체를 사용합니다 주로 과자류 등의 포장에많이 쓰이는 이원소는 무엇일까요?,질소,
꽁꽁,충무공 이순신 장군이 임진왜란 중에 직접 쓴 일기는 'OO 일기'이다.,난중,
꽁꽁,충무공 이순신 장군이 임진왜란을 겪으면서 쓴 일기는 무엇인가?,난중 일기,
꽁꽁,충무공 이순신이 임진왜란 7년 동안의 전쟁 중에 쓴 일기책의 제목은 무엇인가?,난중일기,
꽁꽁,충성을 다하여 나라의 은혜에 보답하다라는 뜻이다. Serving one's country loyalty 라는 뜻의 고사성어는 OOOO(盡忠報國)이다.,진충보국,
꽁꽁,충주'가 위치한 곳은 ○○○○이다.,충청북도,
꽁꽁,"충청남도 논산시 은진면에 있는 절로, 옛날 중국의 지안이라는 명승이 이 절에 세워진 석조미륵보살입상을 보고서 마치 촛불을 보는 것같이 미륵이?",관촉사,
꽁꽁,충청북도 도청이 위치한 도시는 어디인가?,청주시,
꽁꽁,"취미생활의 하나이다 옷감, 헝겊 등에 여러 가지의 색실로 그림, 글자, 무늬 등을 수놓아 나타내는 것을 OO라고 한다.",자수,
꽁꽁,"취소권, 추인권, 계약해지권, 주식매수청구권, 전환사채보유자의 전환청구권?",형성권,
꽁꽁,"취재된 기사를 편집부에 넘기는 한계시간, 기사마감시간을 OOOO이라 한다.",데드라인,
꽁꽁,치가떨린다'고 한다. 여기서 '치'는 신체의 어느 부분을 말하는가?,이,
꽁꽁,"치세의 능신, 난세의 간웅 이라고 불렀던 인물의 이름은?",조조,
꽁꽁,치아 표면에 흰색 또는 갈색 얼룩이 생기는 현상을 ○○○라 한다?,반상치,
꽁꽁,치악산이 위치한곳은 OOO이다.,강원도,
꽁꽁,"치파오는 차오파오, 롱파오, 망파오, OOOO이다.",창포파오,
꽁꽁,"치파오는 차오파오, OOO, 망파오, 창푸파오 이다.",롱파오,
꽁꽁,"치파오는 OOOO, 롱파오,망파오, 창푸파오 이다.",차오파오,
꽁꽁,치히로라는 아이가 신의 세계에서 돼지로 변한 부모님을 구하기위해 일하는 모습을 담은 이 영화는 '센과 치히로의 OOOO'이다,행방불명,
꽁꽁,치히로를 도와준 유바바의 장부로서 진짜 이름은 니기하야미 OOOOO이다.,코하쿠누시,
꽁꽁,친구 사이의 사귀는 정이 두텁고 깊은 것을 뜻하는 성어는?,단금지교,
꽁꽁,"친구나 선생님, 또는 사람의 얼굴 및 각 부분을 그린 그림을 OOO 라고 한다.",인물화,
꽁꽁,"친구와의 이별', '소쩍새', '로렐라이'는 유럽에 위치하고 있는 OO의 민요이다.",독일,
꽁꽁,"친구의 모습을 그리는데 그 친구는 의자에 앉아있고, 옆모습을 하고 있었다. 다음 중 이 그림의 종류는?",좌상,
꽁꽁,친일단체의 명칭이다. 조선 말기 광무 8년(1904)에 한일 합방을 위하여 활동한 매국적 정치 단체는 OOO이다.,일진회,
꽁꽁,칠보 기법 (七寶技法) 금속재료에 아름다운 색상을 내는 유약을 입히고 유리질화 하도록 구워서 부식올 막고 강도가 좋아지게 만드는,기법,
꽁꽁,침입 방지 시스템으로 일컬어지는 컴퓨터 보안 시스템을 말한다.,방화벽,
꽁꽁,침팬지는 나무열매나 잎을 주로 먹고 산다. 이들이 가장 좋아하는 간식거리는 무엇인가?,흰개미,
꽁꽁,침팬치가 제일 좋아하는 음식은?,흰개미,
꽁꽁,칩의 이름이다. [문제] 인간 두뇌의 신경세포인 뉴런구조를 본뜬 제 6 세대 컴퓨터 핵심기술은 OOO칩이다.,신경망,
꽁꽁,칭키즈칸이 몽골을 통일한 시기는?,13세기,
꽁꽁,카데슈전투에서 큰 승리를 거둔 왕은 람세스 몇세 일까요? (숫자1자리),2,
꽁꽁,카드에 대한 문제이다 영화 <배트맨1>편에 나온 악인의 이름이며 카드놀이에서 여분의 카드를 일컫는 말은 00이다?,조커,
꽁꽁,카메라와 레코더의 합성어로 카메라 일체형 VTR을 OOO라 한다.,캠코더,
꽁꽁,카스테라빵을 북한식으로 표현하면?,설기과자,
꽁꽁,"카스트 제도에서 노예 계급은 수드라, 평민 계급은 바이샤, 승려 계급은 브라만이다. 그럼 왕족 무사계급은?",크샤트리아,
꽁꽁,카스트 제도에서 제 1계급은?,브라만,
꽁꽁,"카스트 제도의 계급에 대한 문제이다 인도의 카스트 제도는 브라만, 크샤트리아, 바이샤 그리고 제4계급인 노예 OOO가 있다.",수드라,
꽁꽁,"카스트제도에는 브라만, 노예 크샤트리아?",제4계급인 수드라,
꽁꽁,카스트제도의 계급중 노예계급은?,수드라,
꽁꽁,카스트제도의 최하계급은?,수드라,
꽁꽁,카자흐 공화국에서 발행되는 대표적인 한국신문의 명칭은 00일보이다.,고려,
꽁꽁,카지노에서 쓰이는 칩의 색깔에서 유행했다 미국 주식시장에서 건전한 재무 내용을 유지하고 있는 우량주를 OOO이라 한다.?,블루칩 - blue chips,
꽁꽁,카트라이더에서OOOO를 하면 부스터 게이지가 모이게 된다. 여기서 OOOO는(은)?,드리프트,
꽁꽁,카페라떼에서 '라떼'는 우리말로 무엇인가?,우유,
꽁꽁,카피라이트의 반대개념이다. 베껴가도록 내버려 두어 정보의 공유를 가능토록 하는 것을 OOOOO(이)라한다.,카피레프트,
꽁꽁,칼 한자루를 들고 모임에 찾아간다는 고사성어는 OOOO이다,단도부회,
꽁꽁,칼국수를 북한에서는 무엇이라 부를까요?,칼제비국,
꽁꽁,칼을 빌려 남을 죽인다는 뜻의 고사성어,차도살인,
꽁꽁,캐나다에서 영어와 프랑스어를 공통으로 쓰는 주는 어디인가?,퀘백,
꽁꽁,캐나다와 접경 지대인 디트로이트 강 연안에 있는 미시간 주 최대의 도시는 OOOOO이다.,디트로이트,
꽁꽁,캐나다의 여류 아동문학가로 <빨강머리 앤>을 창작한 사람은?,몽고메리,
꽁꽁,캐노픽 단지로 비비원숭이 모양을 하고 사람의장기 중 폐를 보호하는 수호신을 00 라고 한다,하피,
꽁꽁,캐노픽 단지로 사람의 머리를 하고 사람의 장기 중 간을 보호하는 수호신은 OOO이라한다.,임세티,
꽁꽁,캐노픽 단지로 자칼의 모양을 하고 있고 사람의 장기 중 위를 보호하는 수호신,두아무테프,
꽁꽁,캐노픽 단지로서 매의 머리를 하고 사람의 장기 중 창자를 보호하는 수호신은 OOOOOO이라 한다,케베센누에프,
꽁꽁,캐럿이라는 단위는 보석의 무엇을 나타내는 단위인가?,무게,
꽁꽁,"캐릭터로 자동차 경쟁을 하는 게임으로 부스터, 미사일, 자석이 있는 넥슨의 게임은?",카트라이더,
꽁꽁,캘리포니아 주에 있는 항구도시로 세계에서 두 번째로 긴 다리인 금문교가 있는 이 도시는 OOOOOO이다.,샌프란시스코,
꽁꽁,캘리포니아의 장미라는 이름에서 유래되어 상표화된 미국산 쌀은 OOO 라 한다.?,칼로스,
꽁꽁,캥거루와 코알라가 서식하고 있는 이 나라는 00이다.,호주,
꽁꽁,커밍아웃(동성애 사실을 밝히는 것)을 하여 많은 파장을 불러왔던 삭발 연기자는 OOO이다.,홍석천,
꽁꽁,컬럼비아대 언론대학원이 주관하는 미 언론계에서 최고 권위를 가진 이 상은?,퓰리처 상,
꽁꽁,컴퓨터 기억 장치 중 기억된 내용을 변경할 수 없는 것은?,ROM,
꽁꽁,컴퓨터 바이러스에 관한 문제이다 감염된 파일을 실행 시키려면 매주 토요일 0번부터 9번사이의 섹터중 한 섹터를 무작위로 선택해 파괴시키는 바이러스는?,소닉바이러스,
꽁꽁,컴퓨터 본체에 존재하는 기억장치로 프로그램이나 데이터를 기억시켰다가 필요에 따라 기억된 내용을 읽어내는 장치는 OOO장치이다.,주기억,
꽁꽁,컴퓨터 세계에서 일어나고 있는 신종 범죄로서 사회에 적지 않은 물의를 일으키고 있는 이 범죄행위는 OO이다.,해킹,
꽁꽁,컴퓨터 시스템을 효율적으로 운영하기 위해 개발된 프로그램을 총칭하는 말은 무엇인가?,소프트웨어,
꽁꽁,컴퓨터 시스템의 주변 장치들이 중앙처리장치와 직접 연결되어 데이터를 바로 전송해서 처리해 주는 시스템을 OOO시스템이라 한다.,온라인,
꽁꽁,컴퓨터 언어에 관한 문제이다 인쇄되거나 또는 손으로 쓴 글씨들을 컴퓨터로 인식하는 장치를 가리키는 용어는?,OCR,
꽁꽁,컴퓨터 업무에 장시간 종사하는 근로자에게 흔히 나타나는 증상은?,테크노 스트레스,
꽁꽁,컴퓨터 에 관한 문제 입니다. 보조기억장치의 용량이 25KB라고 할 때 기억할 수 있는 한글은 몇 자 인가?,12800자,
꽁꽁,컴퓨터 운영체제의 한 요소이다. [문제] 컴퓨터가 무제한의 RAM용량을 가지고 있는 것처럼 처리하는 것을 가능하게 만드는 것은 OO메모리이다.,가상,
꽁꽁,컴퓨터 일반에 관한 문제이다. 세로막대 모양의 코드를 읽어 상품의 가격을 계산하는 입력장치를 무엇이라 하는가?,바코드,
꽁꽁,컴퓨터 작업으로 인해 사람들에게 발생하는 두통이나 시각장애 등을 일컫는 것을 OOO 증후군 이라 한다.?,"VDT,vdt",
꽁꽁,"컴퓨터 처리 속도를 나타내는 단위로, 10억 분의 1초를 가리키는 시간을 ○○라 한다.",나노,
꽁꽁,컴퓨터 처리속도를 나타내는 단위로 10억분의 1초를 나타내는 시간단위는 무엇인가?,나노,
꽁꽁,컴퓨터 컴퓨터 언어의 일종이다. [문제] 컴퓨터의 실제회로와 가장 밀접하게 관련되어 있어 번역없이 회로가 직접 해설할 수 있는 것은 OO어이다.,기계,
꽁꽁,"컴퓨터가 인간의 지능적인 행동을 모방할 수 있도록 하는 것이다. 인간의 학습능력과 추론능력, 지각능력, 자연언어의 이해능력 등을 컴퓨터 프로그램으로 실현한 기술을 가리키는 말은?",인공지능,
꽁꽁,컴퓨터나 휴대폰의 디스플레이 화면에 조그마한 그림 또는 기호를 만들어 표시한 것을 무엇이라고 하는가?,아이콘,
꽁꽁,컴퓨터를 오래해서 나타나는 두통 등?,vdt 증후군,
꽁꽁,컴퓨터를 이용한 정치를 말한다 컴퓨터 통신을 통해 텔레커뮤니케이션 기술을 활용하는 정치 활동을 OOOO정치라 한다.,하이테크,
꽁꽁,컴퓨터를 종료하고 전원 코드를 분리한 후에도 파워서플라이나 메인보드의 캐퍼시터 등에 남아있는 미세한 전기를 0000(이)라고 한다.(4글자),잔류전류,
꽁꽁,컴퓨터에 관한 문제 입니다. 엑셀 파일 1개에는 최대 몇 개의 시트를 가질 수 있는가?,255개,
꽁꽁,컴퓨터에 관한 문제 입니다. 웹서버 구축 및 관리와 홈페이지 운영 전반에 걸쳐 실무적인 책임을 가진 사람을 무엇이라 하는가?,웹마스터,
꽁꽁,컴퓨터에 관한 문제이다 전선을 쓰지 않고 반도체에 의한 논리소자를 빛으로 바꿈으로써 빛으로 작용하는 미래형 컴퓨터를 0컴퓨터라 한다?,광,
꽁꽁,"컴퓨터에 관한 문제입니다. 하드웨어 상식 한번 쓰인 명령어를 반복해서 읽을 수는 있으나, 변경할 수는 없는 판독전용 기억장치는?",ROM,
